usage_row_index,source_id,source_row_index,record_id,text_row_index,text_id,text_sha256
551,negativos_dificiles,231,HNC-V2_047-P02,463,TXT-0464,8c7a646629b0ea70543feb74446958ded9e6ad1294be43edf02b64c1e686bafb
552,negativos_dificiles,232,HNC-V2_047-P03,230,TXT-0231,a3febae583d475fbb0e1fb7daf417fe57d0300d291691336fca53771173e0833
553,negativos_dificiles,233,HNC-V2_047-P04,260,TXT-0261,dd04b21f1a98658a1b12b9bad10754851cd8c71b7a9e1c24d07b5b5456ff3a53
554,negativos_dificiles,234,HNC-V2_047-P05,464,TXT-0465,3cd911a354cde11feeaec5bb5603b776e539668755843b1a4746d87770699487
555,negativos_dificiles,235,HNC-V2_048-P01,465,TXT-0466,7499d410ac26a3955475c7e0ad022167b085d0643ced21fbcf13b8e874a693ce
556,negativos_dificiles,236,HNC-V2_048-P02,240,TXT-0241,d93991e1a84f4831cd5c46f044fcabbc1c2d5a2c65770d3070dd086f9e809c59
557,negativos_dificiles,237,HNC-V2_048-P03,466,TXT-0467,cf21b1ced0c471eab42a14af3a6111ca2dfe8bf86d9f3244079854a3c0987938
558,negativos_dificiles,238,HNC-V2_048-P04,467,TXT-0468,cdf01ab3ca8abdbeb15d10980d645932729251013490fc1f4e1db649f485b298
559,negativos_dificiles,239,HNC-V2_048-P05,235,TXT-0236,9db3f3d330a54ba166b679a1fbedbea2905f22cd717ece391b8c80d973966920
560,negativos_dificiles,240,HNC-V2_049-P01,245,TXT-0246,eadccd64750d26774289758cf5bf605c36c4fc1ea79af7cb9ef1c4cc72424520
561,negativos_dificiles,241,HNC-V2_049-P02,240,TXT-0241,d93991e1a84f4831cd5c46f044fcabbc1c2d5a2c65770d3070dd086f9e809c59
562,negativos_dificiles,242,HNC-V2_049-P03,468,TXT-0469,7e0e247b9c65df1eeaa35db6652fe6a138ed640ffdde6a2c15f8f031bd2a7e97
563,negativos_dificiles,243,HNC-V2_049-P04,469,TXT-0470,23b2524ccbc18f790b648a778bdc5c43a743e65dc93e5e8e071c7bd3aca8027b
564,negativos_dificiles,244,HNC-V2_049-P05,470,TXT-0471,6814563fdb1c43bbdc5496b38a0576cbfeecb473dd84f5209f58e6fc85b25d92
565,negativos_dificiles,245,HNC-V2_050-P01,471,TXT-0472,fbf3b66a8906716b64160c909705fdc7db3bc2d4d43be07773e77afaa1cf17f1
566,negativos_dificiles,246,HNC-V2_050-P02,472,TXT-0473,82a327b17e60de3cab7af8a21c6b5c8b4ca214dc7f3e3090f9fab690ce069b56
567,negativos_dificiles,247,HNC-V2_050-P03,473,TXT-0474,5fe1ba4cfe376db6cb337562fdfcb29bb39a352729218c9956b72be251cae2fb
568,negativos_dificiles,248,HNC-V2_050-P04,245,TXT-0246,eadccd64750d26774289758cf5bf605c36c4fc1ea79af7cb9ef1c4cc72424520
569,negativos_dificiles,249,HNC-V2_050-P05,250,TXT-0251,64b08b926cd2d739b7787d2d5da8946bc0a18259e95d0d7a8e87150477df66e1
570,negativos_dificiles,250,HNC-V2_051-P01,474,TXT-0475,76bb6ff05b9ee3c5bce20efe4d86e6758ecbad80652397c27f52d0e880d82c6b
571,negativos_dificiles,251,HNC-V2_051-P02,250,TXT-0251,64b08b926cd2d739b7787d2d5da8946bc0a18259e95d0d7a8e87150477df66e1
572,negativos_dificiles,252,HNC-V2_051-P03,475,TXT-0476,cc44be2673da7716e08934bab57fb7273e73b96189b98be6b4a3de0138b9b4d9
573,negativos_dificiles,253,HNC-V2_051-P04,476,TXT-0477,bb3be71c28aec34248bf61c4985938445b58cccc6b496104d47efb4833f03726
574,negativos_dificiles,254,HNC-V2_051-P05,477,TXT-0478,e12ab95607fc5767dbc2266bd40d5ed85984a534c4b2f3dece10cf1b519ec674
575,negativos_dificiles,255,HNC-V2_052-P01,478,TXT-0479,c3a920eca5521713040866d03218efa4cc02579364e61cce97546a9830e65c63
576,negativos_dificiles,256,HNC-V2_052-P02,270,TXT-0271,96e1778a99b2fe138ff5de51396173808abc7fb76f1b0d89fa549f079c7f3e7b
577,negativos_dificiles,257,HNC-V2_052-P03,479,TXT-0480,0986c84a841c6b33428ac9826385a996e6b62b089d79bec9fd2c837e43876b2e
578,negativos_dificiles,258,HNC-V2_052-P04,255,TXT-0256,78d65f3512d411f48ec934eebca7aeb660eb06be3912d44a1b7a96807c642b87
579,negativos_dificiles,259,HNC-V2_052-P05,480,TXT-0481,a0e7b7aa6513fba81866a5bbe07c26261f8409395f616cded5ec1c7081c15cb3
580,negativos_dificiles,260,HNC-V2_053-P01,260,TXT-0261,dd04b21f1a98658a1b12b9bad10754851cd8c71b7a9e1c24d07b5b5456ff3a53
581,negativos_dificiles,261,HNC-V2_053-P02,265,TXT-0266,ec24925ee257f9be1947a4c573c1e19d5b24be66e5a3d5d4222a2feca5ab46af
582,negativos_dificiles,262,HNC-V2_053-P03,481,TXT-0482,e85ca32ff90e849e40f170c7173eb8cade4edd4dcb5776bb0e0854d9701689a6
583,negativos_dificiles,263,HNC-V2_053-P04,482,TXT-0483,4e39f505d941799b967a12f77413059afc9c4953a0e85d47e16cf567c30c0794
584,negativos_dificiles,264,HNC-V2_053-P05,483,TXT-0484,6b1655b05a1581ad8ef89576583d6165eceaeb630e737b3bb74b31f7cb181780
585,negativos_dificiles,265,HNC-V2_054-P01,484,TXT-0485,249ecf1c776cbc94f133d4f65de747629b25057aa342548f6533c27d462c161e
586,negativos_dificiles,266,HNC-V2_054-P02,485,TXT-0486,1cea398cd14ca68763a1e50926732102984a249991555de6e7a56a3d15f1b30b
587,negativos_dificiles,267,HNC-V2_054-P03,265,TXT-0266,ec24925ee257f9be1947a4c573c1e19d5b24be66e5a3d5d4222a2feca5ab46af
588,negativos_dificiles,268,HNC-V2_054-P04,486,TXT-0487,357a0f1fdba5d22e0cfb26fa38ad3917bd2dc8bc51cc3847cdc317bd44f5d8eb
589,negativos_dificiles,269,HNC-V2_054-P05,210,TXT-0211,f4cc115002cf51ad1cc0d526932ea10e5d138d19577da83950471d8c71479722
590,negativos_dificiles,270,HNC-V2_055-P01,487,TXT-0488,23a35eca30ef846ca03221935ab4b58ec808d0d60526aed1415a0a869521ee61
591,negativos_dificiles,271,HNC-V2_055-P02,488,TXT-0489,ef966ae9cc067f75a0ff1cae063ba8283410b3deb99046420ed9fc4475d6ca1f
592,negativos_dificiles,272,HNC-V2_055-P03,275,TXT-0276,0354aa04d6974f417ae5f303d74c668b9a4f4dcccbca7a2a9d2ff4ba410b41d4
593,negativos_dificiles,273,HNC-V2_055-P04,489,TXT-0490,91d96c7b285d9f81d9225849e05c6f23f24986cb68b1d7482b57e8980b8cea15
594,negativos_dificiles,274,HNC-V2_055-P05,270,TXT-0271,96e1778a99b2fe138ff5de51396173808abc7fb76f1b0d89fa549f079c7f3e7b
595,negativos_dificiles,275,HNC-V2_056-P01,490,TXT-0491,b6196de29e6a582988aacdf3245cb4fb96ea16ef461e3fbc61fb0780b87bd361
596,negativos_dificiles,276,HNC-V2_056-P02,491,TXT-0492,a49a942d6074cf01e3031e6c9a057cb032f64b8a4b7d04e69a5b796099cb2d6e
597,negativos_dificiles,277,HNC-V2_056-P03,275,TXT-0276,0354aa04d6974f417ae5f303d74c668b9a4f4dcccbca7a2a9d2ff4ba410b41d4
598,negativos_dificiles,278,HNC-V2_056-P04,492,TXT-0493,8264c885f176e7667a0329213caea991103f225fa193b903301780c03c461c49
599,negativos_dificiles,279,HNC-V2_056-P05,493,TXT-0494,2b01dfc35bc97efa24cc6de98594a9bb6d6a2023a291aa21e3d560c43c49af86
